https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,申請者1,業種,施設-電話番号1,申請-電話番号1,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設の名称,施設所在地,,,営業者氏名,営業の種類,施設電話番号,営業者電話番号,許可番号,許可年月日,初回許可日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
太陽のマルシェ（せたがやブレッドマーケット）,中央区勝どき１丁目９番８号  月島第二児童公園,中央区勝どき１丁目９番８号, 月島第二児童公園,追崎　雅賀,その他の食料・飲料販売業,4563-8553,,3中保生食届第2026号,2021/12/2,2021/12/2,,181,太陽のマルシェ（せたがやブレッドマーケット）,03,03-4563-8553,,,,中央区勝どき１丁目９番８号,東京都中央区勝どき１丁目９番８号, 月島第二児童公園,72944,13,13102,勝どき１,,2021/12/02,2021/12/02,,,,追崎　雅賀,,,,,,,,,3中保生食届第2026号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,太陽のマルシェせたがやブレッドマケット03-4563-85537294413102,2046fd22-b214-4751-afc2-9b5eee5116cf,,personal,34e8bba6-1319-4f96-b56f-d02247fd4d98,2021/12/02,太陽のマルシェ（せたがやブレッドマーケット）,太陽のマルシェせたがやブレッドマケット,
太陽のマルシェ（伊豆のわさび）,中央区勝どき１丁目９番８号  月島第二児童公園,中央区勝どき１丁目９番８号, 月島第二児童公園,野口　よし紀,野菜果物販売業,4563-8553,,3中保生食届第2022号,2021/12/2,2021/12/2,,181,太陽のマルシェ（伊豆のわさび）,03,03-4563-8553,,,,中央区勝どき１丁目９番８号,東京都中央区勝どき１丁目９番８号, 月島第二児童公園,72944,13,13102,勝どき１,,2021/12/02,2021/12/02,,,,野口　よし紀,,,,,,,,,3中保生食届第2022号,,野菜果物販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,582,,太陽のマルシェ伊豆のわさび03-4563-85537294413102,fa3b4986-868a-4c7e-87aa-43b4593f74dc,,personal,2c8950a1-18bf-45d6-b096-3775f0272a85,2021/12/02,太陽のマルシェ（伊豆のわさび）,太陽のマルシェ伊豆のわさび,
太陽のマルシェ（ル　ジャルダン　ゴロワ）,中央区勝どき１丁目９番８号  月島第二児童公園,中央区勝どき１丁目９番８号, 月島第二児童公園,有限会社Ａ－Ｄ－Ｂ,その他の食料・飲料販売業,,,3中保生食届第2047号,2021/12/2,2021/12/2,,181,太陽のマルシェ（ル　ジャルダン　ゴロワ）,03,,,,,中央区勝どき１丁目９番８号,東京都中央区勝どき１丁目９番８号, 月島第二児童公園,72944,13,13102,勝どき１,,2021/12/02,2021/12/02,,,有限会社Ａ－Ｄ－Ｂ,,,,,,,,,,3中保生食届第2047号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,太陽のマルシェルジャルダンゴロワ7294413102,308c8a1d-004f-48e8-8a6c-0b84368db93e,有限会社Ａ－Ｄ－Ｂ,512cf660-b883-44c5-8a38-15bcc86b7592,480c60fc-0ff4-4ab0-890c-47d5f69d948d,2021/12/02,太陽のマルシェ（ル　ジャルダン　ゴロワ）,太陽のマルシェルジャルダンゴロワ,有限会社Ａ－Ｄ－Ｂ
マスヤ鈴木商會,中央区勝どき２丁目１０番１６号  マンション勝どき８０３号室,中央区勝どき２丁目１０番１６号,マンション勝どき８０３号室,合同会社マスヤ鈴木商會,その他の食料・飲料販売業,,,3中保生食届第2028号,2021/12/2,2021/12/2,,181,マスヤ鈴木商會,03,,,,,中央区勝どき２丁目１０番１６号,東京都中央区勝どき２丁目１０番１６号,マンション勝どき８０３号室,72945,13,13102,勝どき２,,2021/12/02,2021/12/02,,,合同会社マスヤ鈴木商會,,,,,,,,,,3中保生食届第2028号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,マスヤ鈴木商會7294513102,a64c34f9-09f1-45d9-a78f-1ba8c8b60781,合同会社マスヤ鈴木商會,74591559-1877-485c-89c2-2688ea4842eb,62983f50-366d-4e4c-93f1-d849013fc3ae,2021/12/02,マスヤ鈴木商會,マスヤ鈴木商會,合同会社マスヤ鈴木商會
ＴＡＮＵＫＩ　ＡＰＰＥＴＩＺＩＮＧ,中央区勝どき４丁目１０番５号  としの荘１０３,中央区勝どき４丁目１０番５号, としの荘１０３,株式会社タヌキアペタイジング,乳類販売業,,,3中保生食届第2114号,2021/12/23,2021/12/23,,181,ＴＡＮＵＫＩ　ＡＰＰＥＴＩＺＩＮＧ,03,,,,,中央区勝どき４丁目１０番５号,東京都中央区勝どき４丁目１０番５号, としの荘１０３,72947,13,13102,勝どき４,,2021/12/23,2021/12/23,,,株式会社タヌキアペタイジング,,,,,,,,,,3中保生食届第2114号,,乳類販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,,,ＴＡＮＵＫＩＡＰＰＥＴＩＺＩＮＧ7294713102,3f381338-9f8a-49d9-a661-204371a0bcb2,株式会社タヌキアペタイジング,076c7b7f-7400-469e-abde-df55d7660436,8045d4b4-5c51-481b-a61e-1067080f847d,2021/12/23,ＴＡＮＵＫＩ　ＡＰＰＥＴＩＺＩＮＧ,ＴＡＮＵＫＩＡＰＰＥＴＩＺＩＮＧ,株式会社タヌキアペタイジング
どらっぐぱぱす勝どき５丁目店,中央区勝どき５丁目１０番６号  水直ビル１階,中央区勝どき５丁目１０番６号, 水直ビル１階,株式会社ぱぱす,その他の食料・飲料販売業,3533-8031,5610-8811,3中保生食届第2107号,2021/12/22,2021/12/22,,181,どらっぐぱぱす勝どき５丁目店,03,03-3533-8031,,,,中央区勝どき５丁目１０番６号,東京都中央区勝どき５丁目１０番６号, 水直ビル１階,72948,13,13102,勝どき５,,2021/12/22,2021/12/22,,,株式会社ぱぱす,,03-5610-8811,,,,,,,,3中保生食届第2107号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,どらっぐぱぱす勝どき５丁目店03-3533-80317294813102,f3ccb82e-76f9-4f1a-9d7e-ab728b585285,株式会社ぱぱす,671fbeea-600b-4739-bcf1-84965636c11e,a29a91aa-95f3-493a-b6c2-9b604e7ff485,2021/12/22,どらっぐぱぱす勝どき５丁目店,どらっぐぱぱす勝どき５丁目店,株式会社ぱぱす
リビオレゾン勝どきＮｅｘ,中央区勝どき５丁目１１番１４号,中央区勝どき５丁目１１番１４号,,６００株式会社,その他の食料・飲料販売業,,6810-9722,3中保生食届第2064号,2021/12/9,2021/12/9,,181,リビオレゾン勝どきＮｅｘ,03,,,,,中央区勝どき５丁目１１番１４号,東京都中央区勝どき５丁目１１番１４号,,72948,13,13102,勝どき５,,2021/12/09,2021/12/09,,,６００株式会社,,03-6810-9722,,,,,,,,3中保生食届第2064号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,リビオレゾン勝どきＮｅｘ7294813102,8797d9ef-4ec0-49f7-a5c5-d7f37c5ff815,６００株式会社,f96c2685-081b-4827-acaf-b96d9adca27b,c0a42de2-04dd-4df5-ae68-4129d5ecd929,2021/12/09,リビオレゾン勝どきＮｅｘ,リビオレゾン勝どきＮｅｘ,６００株式会社
株式会社成城石井　晴海トリトン店,中央区晴海１丁目８番１６号  晴海トリトン２階,中央区晴海１丁目８番１６号, 晴海トリトン２階,株式会社成城石井,百貨店、総合スーパー,6219-5801,045-329-2300,3中保生食届第2084号,2021/12/15,2021/12/15,,181,株式会社成城石井　晴海トリトン店,03,03-6219-5801,,,,中央区晴海１丁目８番１６号,東京都中央区晴海１丁目８番１６号, 晴海トリトン２階,73025,13,13102,晴海１,,2021/12/15,2021/12/15,,,株式会社成城石井,,045-329-2300,,,,,,,,3中保生食届第2084号,,百貨店、総合スーパー,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,56,561,5611,株式会社成城石井晴海トリトン店03-6219-58017302513102,c6dcb431-59d8-4d47-a8c3-5ecb3579cf8d,株式会社成城石井,5f1ac063-2677-4e1d-8b29-4d222989b91b,5a44f870-c0ad-4c80-bbd3-673888d93f84,2021/12/15,株式会社成城石井　晴海トリトン店,株式会社成城石井晴海トリトン店,株式会社成城石井
どらっぐぱぱす晴海店,中央区晴海３丁目１２番１号  ＫＤＸ晴海ビル１階,中央区晴海３丁目１２番１号, ＫＤＸ晴海ビル１階,株式会社ぱぱす,その他の食料・飲料販売業,3532-9341,5610-8816,3中保生食届第2110号,2021/12/22,2021/12/22,,181,どらっぐぱぱす晴海店,03,03-3532-9341,,,,中央区晴海３丁目１２番１号,東京都中央区晴海３丁目１２番１号, ＫＤＸ晴海ビル１階,73027,13,13102,晴海３,,2021/12/22,2021/12/22,,,株式会社ぱぱす,,03-5610-8816,,,,,,,,3中保生食届第2110号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,どらっぐぱぱす晴海店03-3532-93417302713102,dac2a5f0-1827-410d-be3b-239cb3d7c181,株式会社ぱぱす,671fbeea-600b-4739-bcf1-84965636c11e,bf16cc27-d9f5-471e-81e6-bb4fd741b9f3,2021/12/22,どらっぐぱぱす晴海店,どらっぐぱぱす晴海店,株式会社ぱぱす
サンコーインダストリー株式会社　東京支社,中央区晴海４丁目７番４号  クロスドッグ晴海３階－Ｂ,中央区晴海４丁目７番４号 ,クロスドッグ晴海３階－Ｂ,サンコーインダストリー株式会社,集団給食施設,5547-2635,06-6539-3537,3中保生食届第2060号,2021/12/8,2021/12/8,,181,サンコーインダストリー株式会社　東京支社,03,03-5547-2635,,,,中央区晴海４丁目７番４号 ,東京都中央区晴海４丁目７番４号,クロスドッグ晴海３階－Ｂ,73028,13,13102,晴海４,,2021/12/08,2021/12/08,,,サンコーインダストリー株式会社,,06-6539-3537,,,,,,,,3中保生食届第2060号,,給食施設,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),M,77,,,サンコインダストリ株式会社東京支社03-5547-26357302813102,285a72bd-01e3-40be-82a3-44b35d67ddc0,サンコーインダストリー株式会社,04587c83-9034-41a2-b70f-15bf7124dd55,4f00461b-5003-4ea0-8fed-51545c0aba5b,2021/12/08,サンコーインダストリー株式会社東京支社,サンコインダストリ株式会社東京支社,サンコーインダストリー株式会社
三重テラス　ショップ,中央区日本橋室町２丁目４番１号  ＹＵＩＴＯ　ＡＮＮＥＸ１階,中央区日本橋室町２丁目４番１号,ＹＵＩＴＯ ＡＮＮＥＸ１階,株式会社アクアプランネット,その他の食料・飲料販売業,5542-1033,0598-21-6360,3中保生食届第2049号,2021/12/6,2021/12/6,,181,三重テラス　ショップ,03,03-5542-1033,,,,中央区日本橋室町２丁目４番１号,東京都中央区日本橋室町２丁目４番１号,ＹＵＩＴＯ ＡＮＮＥＸ１階,73016,13,13102,日本橋室町２,,2021/12/06,2021/12/06,,,株式会社アクアプランネット,,0598-21-6360,,,,,,,,3中保生食届第2049号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,三重テラスショップ03-5542-10337301613102,b4715f98-2dc0-4de8-811c-5408b24a3a97,株式会社アクアプランネット,6506d59a-5e9e-4889-a392-24c9a8c7d5a7,438bdcf0-7bb3-4023-8652-cab1cfaafc81,2021/12/06,三重テラス　ショップ,三重テラスショップ,株式会社アクアプランネット
三重テラス　多目的ホール,中央区日本橋室町２丁目４番１号  ＹＵＩＴＯ　ＡＮＮＥＸ２階,中央区日本橋室町２丁目４番１号,ＹＵＩＴＯ ＡＮＮＥＸ２階,株式会社アクアプランネット,その他の食料・飲料販売業,5542-1035,0598-21-6360,3中保生食届第2050号,2021/12/6,2021/12/6,,181,三重テラス　多目的ホール,03,03-5542-1035,,,,中央区日本橋室町２丁目４番１号,東京都中央区日本橋室町２丁目４番１号,ＹＵＩＴＯ ＡＮＮＥＸ２階,73016,13,13102,日本橋室町２,,2021/12/06,2021/12/06,,,株式会社アクアプランネット,,0598-21-6360,,,,,,,,3中保生食届第2050号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,三重テラス多目的ホル03-5542-10357301613102,6c7bb83f-aad8-4bba-89ea-a0b28f588278,株式会社アクアプランネット,6506d59a-5e9e-4889-a392-24c9a8c7d5a7,0b6836a9-6e5a-431c-aa27-17f2d18ecd30,2021/12/06,三重テラス　多目的ホール,三重テラス多目的ホル,株式会社アクアプランネット
ｇｕａｎｇ,中央区日本橋室町３丁目２番１号  コレド室町テラス２階,中央区日本橋室町３丁目２番１号, コレド室町テラス２階,有限会社創・庵,その他の食料・飲料販売業,6262-5100,6453-2318,3中保生食届第1856号,2021/12/6,2021/12/6,,181,ｇｕａｎｇ,03,03-6262-5100,,,,中央区日本橋室町３丁目２番１号,東京都中央区日本橋室町３丁目２番１号, コレド室町テラス２階,73017,13,13102,日本橋室町３,,2021/12/06,2021/12/06,,,有限会社創・庵,,03-6453-2318,,,,,,,,3中保生食届第1856号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,ｇｕａｎｇ03-6262-51007301713102,098f1d30-5342-4972-897d-8e57444e4dea,有限会社創・庵,235db22f-b125-4322-98a3-9fbe4a27edde,3cfd9787-6b39-4085-9e13-25a4f1e95b71,2021/12/06,ｇｕａｎｇ,ｇｕａｎｇ,有限会社創・庵
どらっぐぱぱす新人形町店,中央区日本橋堀留町１丁目８番１２号  さくら堀留ビル１階,中央区日本橋堀留町１丁目８番１２号, さくら堀留ビル１階,株式会社ぱぱす,その他の食料・飲料販売業,3668-4193,5610-8811,3中保生食届第2105号,2021/12/22,2021/12/22,,181,どらっぐぱぱす新人形町店,03,03-3668-4193,,,,中央区日本橋堀留町１丁目８番１２号,東京都中央区日本橋堀留町１丁目８番１２号, さくら堀留ビル１階,73005,13,13102,日本橋堀留町１,,2021/12/22,2021/12/22,,,株式会社ぱぱす,,03-5610-8811,,,,,,,,3中保生食届第2105号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,どらっぐぱぱす新人形町店03-3668-41937300513102,c4296cff-4cd6-489a-9a9c-4d4e57e83320,株式会社ぱぱす,671fbeea-600b-4739-bcf1-84965636c11e,010eb931-735b-4844-b7b4-dd8c8ddf0dcf,2021/12/22,どらっぐぱぱす新人形町店,どらっぐぱぱす新人形町店,株式会社ぱぱす
株式会社Ｊｅｔ　Ｔｅａｍ,中央区日本橋堀留町１丁目１０番１１号  井門堀留ビル８階,中央区日本橋堀留町１丁目１０番１１号, 井門堀留ビル８階,株式会社Ｊｅｔ　Ｔｅａｍ,その他の食料・飲料販売業,3663-1433,3663-1433,3中保生食届第1834号,2021/11/24,2021/11/24,,181,株式会社Ｊｅｔ　Ｔｅａｍ,03,03-3663-1433,,,,中央区日本橋堀留町１丁目１０番１１号,東京都中央区日本橋堀留町１丁目１０番１１号, 井門堀留ビル８階,73005,13,13102,日本橋堀留町１,,2021/11/24,2021/11/24,,,株式会社Ｊｅｔ　Ｔｅａｍ,,03-3663-1433,,,,,,,,3中保生食届第1834号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,株式会社ＪｅｔＴｅａｍ03-3663-14337300513102,d0646715-2d64-4ade-9c95-a69e8c0ff1f8,株式会社Ｊｅｔ　Ｔｅａｍ,0b8a2c80-fb2c-4818-9cd1-f5ce133b8a71,acc8c739-7949-462a-9570-1e7cbfd03bd1,2021/11/24,株式会社Ｊｅｔ　Ｔｅａｍ,株式会社ＪｅｔＴｅａｍ,株式会社Ｊｅｔ　Ｔｅａｍ
かふう保育園日本橋,中央区日本橋富沢町１０番１８号  日本橋富沢町スクエア２階,中央区日本橋富沢町１０番１８号, 日本橋富沢町スクエア２階,社会福祉法人　幸福義会,集団給食施設,6661-7087,098-988-8622,3中保生食届第2074号,2021/12/13,2021/12/13,,181,かふう保育園日本橋,03,03-6661-7087,,,,中央区日本橋富沢町１０番１８号,東京都中央区日本橋富沢町１０番１８号, 日本橋富沢町スクエア２階,72993,13,13102,日本橋富沢町,,2021/12/13,2021/12/13,,,社会福祉法人　幸福義会,,098-988-8622,,,,,,,,3中保生食届第2074号,,給食施設,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),M,77,,,かふう保育園日本橋03-6661-70877299313102,a36c9414-32fa-4049-935d-e8d60bcfc5c8,社会福祉法人幸福義会,4b71347c-cdf9-4397-bf26-882adb6e0140,8af1aad1-1b95-4d0b-9ad3-647eaa4dcedf,2021/12/13,かふう保育園日本橋,かふう保育園日本橋,社会福祉法人幸福義会
ランチネット　人形町,中央区日本橋人形町１丁目１６番２号,中央区日本橋人形町１丁目１６番２号,,有限会社ランチサービスネットワーク,弁当販売業,,045-593-6656,3中保生食届第1992号,2021/11/30,2021/11/30,,181,ランチネット　人形町,03,,,,,中央区日本橋人形町１丁目１６番２号,東京都中央区日本橋人形町１丁目１６番２号,,72995,13,13102,日本橋人形町１,,2021/11/30,2021/11/30,,,有限会社ランチサービスネットワーク,,045-593-6656,,,,,,,,3中保生食届第1992号,,弁当販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,581,5811,ランチネット人形町7299513102,e75771ba-310b-491f-9804-db54f8d67d92,有限会社ランチサービスネットワーク,1fd621f2-e664-407a-8ef9-0559466663ea,62cecc5a-c7d3-46c5-ae99-d9fcf80d15e9,2021/11/30,ランチネット　人形町,ランチネット人形町,有限会社ランチサービスネットワーク
株式会社ちとせ屋,中央区日本橋人形町１丁目１７番８号  １階,中央区日本橋人形町１丁目１７番８号,１階,株式会社ちとせ屋,その他の食料・飲料販売業,3666-3816,3666-3816,3中保生食届第1744号,2021/11/17,2021/11/17,,181,株式会社ちとせ屋,03,03-3666-3816,,,,中央区日本橋人形町１丁目１７番８号,東京都中央区日本橋人形町１丁目１７番８号,１階,72995,13,13102,日本橋人形町１,,2021/11/17,2021/11/17,,,株式会社ちとせ屋,,03-3666-3816,,,,,,,,3中保生食届第1744号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,株式会社ちとせ屋03-3666-38167299513102,bc8a97aa-56e7-4b45-8664-510ebdd5940f,株式会社ちとせ屋,28baec08-7a4b-482d-9151-5d1c7a27885f,a24597a5-f874-4a56-b95f-47e82393bf26,2021/11/17,株式会社ちとせ屋,株式会社ちとせ屋,株式会社ちとせ屋
酒悦　人形町店,中央区日本橋人形町２丁目４番３号  １階、２階,中央区日本橋人形町２丁目４番３号,１階、２階,株式会社酒悦,その他の食料・飲料販売業,5642-0129,5688-5052,3中保生食届第1810号,2021/11/22,2021/11/22,,181,酒悦　人形町店,03,03-5642-0129,,,,中央区日本橋人形町２丁目４番３号,東京都中央区日本橋人形町２丁目４番３号,１階、２階,72996,13,13102,日本橋人形町２,,2021/11/22,2021/11/22,,,株式会社酒悦,,03-5688-5052,,,,,,,,3中保生食届第1810号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,酒悦人形町店03-5642-01297299613102,4aaf3cc0-b111-4c9f-b160-95ced5111c9c,株式会社酒悦,4df4e70d-dd6d-4356-a427-6463fa5233d6,c40d7e5e-ec69-4112-aa34-39f640a586d8,2021/11/22,酒悦　人形町店,酒悦人形町店,株式会社酒悦
有限会社双葉商店,中央区日本橋人形町２丁目４番９号  人形町双葉ビル１階,中央区日本橋人形町２丁目４番９号, 人形町双葉ビル１階,有限会社双葉商店,その他の食料・飲料販売業,3666-1028,3668-2525,3中保生食届第2126号,2021/12/17,2021/12/17,,181,有限会社双葉商店,03,03-3666-1028,,,,中央区日本橋人形町２丁目４番９号,東京都中央区日本橋人形町２丁目４番９号, 人形町双葉ビル１階,72996,13,13102,日本橋人形町２,,2021/12/17,2021/12/17,,,有限会社双葉商店,,03-3668-2525,,,,,,,,3中保生食届第2126号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,有限会社双葉商店03-3666-10287299613102,0e292865-f510-436e-8f57-1ce000f85aff,有限会社双葉商店,fdfc8070-8261-4d78-a9b2-6d3876dbc38b,e4833857-aae4-4a79-b9f7-20d54c400b76,2021/12/17,有限会社双葉商店,有限会社双葉商店,有限会社双葉商店
人形町今半精肉本店,中央区日本橋人形町２丁目９番１２号,中央区日本橋人形町２丁目９番１２号,,株式会社人形町今半,その他の食料・飲料販売業,3669-0298,3666-2350,3中保生食届第2037号,2021/11/17,2021/11/17,,181,人形町今半精肉本店,03,03-3669-0298,,,,中央区日本橋人形町２丁目９番１２号,東京都中央区日本橋人形町２丁目９番１２号,,72996,13,13102,日本橋人形町２,,2021/11/17,2021/11/17,,,株式会社人形町今半,,03-3666-2350,,,,,,,,3中保生食届第2037号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,人形町今半精肉本店03-3669-02987299613102,bb01b947-cfc3-45b6-9a56-0961b9225218,株式会社人形町今半,9de1cdfe-d58b-4a9e-82da-4429bfd55e4f,8f7e6438-77cd-40a1-a64f-3b2ec1b01e79,2021/11/17,人形町今半精肉本店,人形町今半精肉本店,株式会社人形町今半
人形町今半　惣菜本店,中央区日本橋人形町２丁目１０番３号  １階２階,中央区日本橋人形町２丁目１０番３号,１階２階,株式会社人形町今半,その他の食料・飲料販売業,3666-1240,3666-2350,3中保生食届第2038号,2021/11/17,2021/11/17,,181,人形町今半　惣菜本店,03,03-3666-1240,,,,中央区日本橋人形町２丁目１０番３号,東京都中央区日本橋人形町２丁目１０番３号,１階２階,72996,13,13102,日本橋人形町２,,2021/11/17,2021/11/17,,,株式会社人形町今半,,03-3666-2350,,,,,,,,3中保生食届第2038号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,人形町今半惣菜本店03-3666-12407299613102,2bfea6e5-8fc9-4a94-8611-15307ae4655f,株式会社人形町今半,9de1cdfe-d58b-4a9e-82da-4429bfd55e4f,8a8500de-a128-4a84-9e0c-3bbfa5da48ac,2021/11/17,人形町今半　惣菜本店,人形町今半惣菜本店,株式会社人形町今半
ＭＩＭＡＲＵ東京日本橋水天宮前,中央区日本橋箱崎町１７番６号,中央区日本橋箱崎町１７番６号,,株式会社コスモスホテルマネジメント,その他の食料・飲料販売業,6231-1383,5444-3600,3中保生食届第2099号,2021/12/21,2021/12/21,,181,ＭＩＭＡＲＵ東京日本橋水天宮前,03,03-6231-1383,,,,中央区日本橋箱崎町１７番６号,東京都中央区日本橋箱崎町１７番６号,,72998,13,13102,日本橋箱崎町,,2021/12/21,2021/12/21,,,株式会社コスモスホテルマネジメント,,03-5444-3600,,,,,,,,3中保生食届第2099号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,ＭＩＭＡＲＵ東京日本橋水天宮前03-6231-13837299813102,22a29e65-207e-4778-8852-8fee40a763ed,株式会社コスモスホテルマネジメント,ee6a8a08-3f60-4ff0-9377-6391a03ed4fa,df2ad62f-2a3e-4336-a449-1a02a27c31d0,2021/12/21,ＭＩＭＡＲＵ東京日本橋水天宮前,ＭＩＭＡＲＵ東京日本橋水天宮前,株式会社コスモスホテルマネジメント
コビープリスクールはこざき,中央区日本橋箱崎町１７番９号  箱崎升喜ビル１階・２階,中央区日本橋箱崎町１７番９号, 箱崎升喜ビル１階・２階,株式会社コビーアンドアソシエイツ,集団給食施設,6661-7046,6452-3891,3中保生食届第2066号,2021/12/10,2021/12/10,,181,コビープリスクールはこざき,03,03-6661-7046,,,,中央区日本橋箱崎町１７番９号,東京都中央区日本橋箱崎町１７番９号, 箱崎升喜ビル１階・２階,72998,13,13102,日本橋箱崎町,,2021/12/10,2021/12/10,,,株式会社コビーアンドアソシエイツ,,03-6452-3891,,,,,,,,3中保生食届第2066号,,給食施設,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),M,77,,,コビプリスクルはこざき03-6661-70467299813102,978bd3c8-7ecd-4c60-ac41-f1205979864a,株式会社コビーアンドアソシエイツ,538f9e96-10c0-427b-b383-1218adf8094f,82c06c97-278a-49dd-aefe-17a8f6ae976e,2021/12/10,コビープリスクールはこざき,コビプリスクルはこざき,株式会社コビーアンドアソシエイツ
喜久屋クリーニング箱崎店,中央区日本橋箱崎町３３番８号,中央区日本橋箱崎町３３番８号,,株式会社喜久屋,魚介類販売業（包装済みの魚介類のみの販売）,6661-6440,3884-6883,3中保生食届第2062号,2021/12/8,2021/12/8,,181,喜久屋クリーニング箱崎店,03,03-6661-6440,,,,中央区日本橋箱崎町３３番８号,東京都中央区日本橋箱崎町３３番８号,,72998,13,13102,日本橋箱崎町,,2021/12/08,2021/12/08,,,株式会社喜久屋,,03-3884-6883,,,,,,,,3中保生食届第2062号,,魚介類販売業,包装済みの魚介類のみの販売,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,,,喜久屋クリニング箱崎店03-6661-64407299813102,fd4ac5d9-827e-4fc8-9a98-55efc714d102,株式会社喜久屋,3b6c6b90-49d7-4e69-b322-9c194ba261b6,9296d721-42bc-405a-8f00-cfa59d52b7c5,2021/12/08,喜久屋クリーニング箱崎店,喜久屋クリニング箱崎店,株式会社喜久屋
