（営業施設）","町域
（営業施設）","番地等
（営業施設）",,"マンション名等
（営業施設）","電話番号
（営業施設）",営業の種類,許可番号,初回許可年月日,許可年月日,許可開始日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2021/12/10,株式会社ナンブフーズ,,田中一幸,長野県,諏訪郡原村,15538番地１,,,,0266-78-5010,焼きたて屋    甲府リバーシティ店,,山梨県,中央市,山之神,1122,１１２２,,,① 飲食店営業,山梨県指令中北福第155号-561,2021/12/28,2021/12/28,2021/12/28,,165,焼きたて屋    甲府リバーシティ店,055,,,,,山梨県　中央市　山之神　１１２２,山梨県中央市山ノ神１１２２,,100734,19,19214,山ノ神,2021/12/10,2021/12/28,2021/12/28,2021/12/28,,株式会社ナンブフーズ, 田中一幸,0266-78-5010,長野県　諏訪郡原村　15538番地１　,長野県諏訪郡原村１５５３８番地１,,102638,長野県,諏訪郡原村,,山梨県指令中北福第155号-561,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,焼きたて屋甲府リバシティ店10073419214,b4a10890-2907-430a-8e04-4bd8de84ef42,株式会社ナンブフーズ102638,09656aa8-384f-4faa-af51-acfafcae306f,ec1d21a4-c24a-4aca-a620-5bb2bd81bc4c,2021/12/28,焼きたて屋　甲府リバーシティ店,焼きたて屋甲府リバシティ店,株式会社ナンブフーズ
2021/12/10,白石博健,,,山梨県,南巨摩郡富士川町,高下,1511,１５１１,,,阿片窟,,山梨県,南巨摩郡富士川町,高下,1511,１５１１,,,① 飲食店営業,山梨県指令峡南福第4183号,2021/12/27,2021/12/27,2021/12/27,,167,阿片窟,0556,,,,,山梨県　南巨摩郡富士川町　高下　１５１１,山梨県南巨摩郡富士川町高下１５１１,,100895,19,19368,高下,2021/12/10,2021/12/27,2021/12/27,2021/12/27,,,白石博健  ,,山梨県　南巨摩郡富士川町　高下　１５１１,山梨県南巨摩郡富士川町高下１５１１,,100895,山梨県,南巨摩郡富士川町,高下,山梨県指令峡南福第4183号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,阿片窟10089519368,4f62f344-19f8-4dc0-b4a5-532e1c39009d,100895,personal,ee69d9f8-14b0-404b-94bc-bfbd109dfe69,2021/12/27,阿片窟,阿片窟,
2021/12/10,株式会社パブリック・ベンディング・サービス,,竹内春夫,東京都,江東区,木場,１－５－２５,１－５－２５,,03-5634-1524,中央道谷村売店（下り線）,,山梨県,都留市,川棚字原の裏,221,２２１,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,168,中央道谷村売店（下り線）,0554,,,,,山梨県　都留市　川棚字原の裏　２２１,山梨県都留市川棚字原ノ裏２２１,,100164,19,19204,川棚,2021/12/10,,,,,株式会社パブリック・ベンディング・サービス, 竹内春夫,03-5634-1524,東京都　江東区　木場　１－５－２５,東京都江東区木場１－５－２５,,73641,東京都,江東区,木場１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,中央道谷村売店下り線10016419204,9b1ddc7c-4f44-4642-930f-632f8c2f3f79,株式会社パブリック・ベンディング・サービス73641,02704126-efe3-497a-bec4-352ed25527fc,5409de6e-516b-40fe-933e-78f8099fd2a8,2021/12/10,中央道谷村売店（下り線）,中央道谷村売店下り線,株式会社パブリック・ベンディング・サービス
2021/12/13,有限会社リニアエクスプレス,,竹中索,山梨県,中央市,若宮,19-1オフィス文教,１９－１,オフィス文教,055-274-0859,ローソン山梨大学医学部附属病院,,山梨県,中央市,下河東,1110,１１１０,,,⑩ コンビニエンスストア,,,,,,165,ローソン山梨大学医学部附属病院,055,,,,,山梨県　中央市　下河東　１１１０,山梨県中央市下河東１１１０,,100721,19,19214,下河東,2021/12/13,,,,,有限会社リニアエクスプレス, 竹中索,055-274-0859,山梨県　中央市　若宮　１９－１,山梨県中央市若宮１９－１,オフィス文教,100735,山梨県,中央市,若宮,,,コンビニエンスストア,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,589,5891,ロソン山梨大学医学部附属病院10072119214,7be62f90-ef75-47d6-ad5c-16275c129d5d,有限会社リニアエクスプレス100735,12317179-5572-4ac2-b4c7-e98ec5219483,d2f71e0b-7ca8-49b3-860d-83d87aec7128,2021/12/13,ローソン山梨大学医学部附属病院,ロソン山梨大学医学部附属病院,有限会社リニアエクスプレス
2021/12/13,株式会社ジェイ．アーク,,原野高志,福岡県,福岡市中央区,舞鶴,1-1-10    天神シルバービル８F,１－１－１０,天神シルバービル８F,092-738-2707,麺屋    弁天堂,,山梨県,中巨摩郡昭和町,飯喰,1505-1,１５０５－１,イオンモール甲府昭和店3F,055-242-6562,① 飲食店営業,山梨県指令中北福第155号-562,2021/12/20,2021/12/20,2021/12/20,,165,麺屋    弁天堂,055,055-242-6562,,,,山梨県　中巨摩郡昭和町　飯喰　１５０５－１,山梨県中巨摩郡昭和町飯喰１５０５－１,イオンモール甲府昭和店3F,100906,19,19384,飯喰,2021/12/13,2021/12/20,2021/12/20,2021/12/20,,株式会社ジェイ．アーク, 原野高志,092-738-2707,福岡県　福岡市中央区　舞鶴　１－１－１０,福岡県福岡市中央区舞鶴１－１－１０,天神シルバービル８F,200337,福岡県,福岡市中央区,舞鶴１,山梨県指令中北福第155号-562,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,麺屋弁天堂055-242-656210090619384,60970cb0-e067-4e3d-9815-a79ba85c11af,株式会社ジェイ．アーク200337,dd5efba0-f80a-4544-8490-69891bcffbe6,f1642acd-3f4b-4d21-a545-351edbf6a8b5,2021/12/20,麺屋　弁天堂,麺屋弁天堂,株式会社ジェイ．アーク
2021/12/13,株式会社すかいらーくレストランツ,,大川原利明,東京都,武蔵野市,西久保,一丁目25番8号,１丁目２５番８号,,0422-37-6108,しゃぶ葉    双葉響ヶ丘店,,山梨県,甲斐市,龍地,3649-1,３６４９－１,,0551-28-8082,① 飲食店営業,山梨県指令中北福第155号-563,2015/9/18,2022/1/26,2022/2/1,,165,しゃぶ葉    双葉響ヶ丘店,0551,0551-28-8082,,,,山梨県　甲斐市　龍地　３６４９－１,山梨県甲斐市竜地３６４９－１,,100538,19,19210,竜地,2021/12/13,2015/09/18,2022/01/26,2022/02/01,,株式会社すかいらーくレストランツ, 大川原利明,0422-37-6108,東京都　武蔵野市　西久保　１丁目２５番８号,東京都武蔵野市西久保１丁目２５番８号,,76312,東京都,武蔵野市,西久保１,山梨県指令中北福第155号-563,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,しゃぶ葉双葉響ヶ丘店0551-28-808210053819210,45abea83-df1c-4b08-95f2-cf716f30a40e,株式会社すかいらーくレストランツ76312,16d46fbb-2610-42b3-8260-ed70bad02fde,5e2087d9-58bf-429e-a67f-f71dbdf14285,2022/01/26,しゃぶ葉　双葉響ヶ丘店,しゃぶ葉双葉響ヶ丘店,株式会社すかいらーくレストランツ
2021/12/13,有限会社山梨コイケ,,小池洋一,山梨県,笛吹市,一宮町末木,799-4,７９９－４,,055-347-0018,ローソン笛吹石和河内店,,山梨県,笛吹市,石和町河内,33番地2,３３番地２,,,① 飲食店営業,山梨県指令峡東福第4723号,2011/12/9,2022/1/25,2022/2/1,,166,ローソン笛吹石和河内店,055,,,,,山梨県　笛吹市　石和町河内　３３番地２,山梨県笛吹市石和町河内３３番地２,,100548,19,19211,石和町河内,2021/12/13,2011/12/09,2022/01/25,2022/02/01,,有限会社山梨コイケ, 小池洋一,055-347-0018,山梨県　笛吹市　一宮町末木　７９９－４,山梨県笛吹市一宮町末木７９９－４,,100575,山梨県,笛吹市,一宮町末木,山梨県指令峡東福第4723号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ロソン笛吹石和河内店10054819211,84072f5a-0e45-4f0e-b0b2-b4d1b7b5c2c6,有限会社山梨コイケ100575,d7feaed9-ca3e-4ca0-affe-48f4553b862e,50c298a0-eb8b-42b9-900a-9477715c2a5e,2022/01/25,ローソン笛吹石和河内店,ロソン笛吹石和河内店,有限会社山梨コイケ
2021/12/13,株式会社古柏園,,古屋公士,山梨県,笛吹市,石和町市部８２２番地,,,,055-262-5890,ホテル    古柏園,,山梨県,笛吹市,石和町市部,822,８２２,,055-262-5890,㉙ その他,,,,,,166,ホテル    古柏園,055,055-262-5890,,,,山梨県　笛吹市　石和町市部　８２２,山梨県笛吹市石和町市部８２２,,100540,19,19211,石和町市部,2021/12/13,,,,,株式会社古柏園, 古屋公士,055-262-5890,山梨県　笛吹市　石和町市部８２２番地　,山梨県笛吹市石和町市部８２２番地,,100540,山梨県,笛吹市,石和町市部,,,その他の製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,32,,,ホテル古柏園055-262-589010054019211,6dd9a4cf-bbe0-424f-a2e5-ca79cca4586d,株式会社古柏園100540,d94b86ca-1ff7-4875-8628-21d94910fcee,2711012d-760a-4a52-96e9-21760b467a7d,2021/12/13,ホテル　古柏園,ホテル古柏園,株式会社古柏園
2021/12/13,秋山公一,,,山梨県,甲州市,勝沼町小佐手,2146-9,２１４６－９,,,ユリの台所,,山梨県,甲州市,勝沼町小佐手,2146-9,２１４６－９,,,㉕ そうざい製造業,山梨県指令峡東福第4733号,2021/12/22,2021/12/22,2021/12/22,,166,ユリの台所,0553,,,,,山梨県　甲州市　勝沼町小佐手　２１４６－９,山梨県甲州市勝沼町小佐手２１４６－９,,100691,19,19213,勝沼町小佐手,2021/12/13,2021/12/22,2021/12/22,2021/12/22,,,秋山公一  ,,山梨県　甲州市　勝沼町小佐手　２１４６－９,山梨県甲州市勝沼町小佐手２１４６－９,,100691,山梨県,甲州市,勝沼町小佐手,山梨県指令峡東福第4733号,,そうざい製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,ユリの台所10069119213,af20d979-758c-4ca9-9178-73d29c0b34f7,100691,personal,104908d8-4a7e-4354-8e22-900c007cd345,2021/12/22,ユリの台所,ユリの台所,
2021/12/13,杉原誠子,,,山梨県,笛吹市,石和町市部,250-1,２５０－１,,,茶房すぎはら,,山梨県,笛吹市,石和町市部,250-1,２５０－１,,,① 飲食店営業,山梨県指令峡東福第4732号,2001/8/20,2022/1/28,2022/2/1,,166,茶房すぎはら,055,,,,,山梨県　笛吹市　石和町市部　２５０－１,山梨県笛吹市石和町市部２５０－１,,100540,19,19211,石和町市部,2021/12/13,2001/08/20,2022/01/28,2022/02/01,,,杉原誠子  ,,山梨県　笛吹市　石和町市部　２５０－１,山梨県笛吹市石和町市部２５０－１,,100540,山梨県,笛吹市,石和町市部,山梨県指令峡東福第4732号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,茶房すぎはら10054019211,3fc99f8b-0b54-495e-86d2-e6eddeb2a62d,100540,personal,ef5ac0ea-5422-4fba-a6b1-f88e540ae0eb,2022/01/28,茶房すぎはら,茶房すぎはら,
2021/12/13,江崎グリコ株式会社,,江崎勝久,大阪府,大阪市西淀川区,歌島,4丁目6-5,４丁目６－５,,06-6477-8352,水之元オートキャンプ場,,山梨県,南都留郡道志村,下善之木10220,,,,0554-52-2577,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,水之元オートキャンプ場,0554,0554-52-2577,,,,山梨県　南都留郡道志村　下善之木10220　,山梨県南都留郡道志村下善ノ木１０２２０,,100921,19,19422,,2021/12/13,,,,,江崎グリコ株式会社, 江崎勝久,06-6477-8352,大阪府　大阪市西淀川区　歌島　４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,水之元オトキャンプ場0554-52-257710092119422,ed7d617b-0d42-4cf4-8122-517a0f4e948f,江崎グリコ株式会社154669,9e2b6f06-c99b-443e-9a47-4e504afb4d13,00f5d92f-2826-4afd-8d7a-7b16f36e0ef9,2021/12/13,水之元オートキャンプ場,水之元オトキャンプ場,江崎グリコ株式会社
2021/12/13,タヒール・チョードリー株式会社,,チョードリータヒール,山梨県,南都留郡富士河口湖町,船津,288番地1,２８８番地１,,0555-72-6755,アラジン,,山梨県,南都留郡富士河口湖町,船津,288番地1,２８８番地１,,0555-72-6755,① 飲食店営業,山梨県指令富東福第8283号,2015/5/21,2021/12/16,2022/1/1,,168,アラジン,0555,0555-72-6755,,,,山梨県　南都留郡富士河口湖町　船津　２８８番地１,山梨県南都留郡富士河口湖町船津２８８番地１,,100935,19,19430,船津,2021/12/13,2015/05/21,2021/12/16,2022/01/01,,タヒール・チョードリー株式会社, チョードリータヒール,0555-72-6755,山梨県　南都留郡富士河口湖町　船津　２８８番地１,山梨県南都留郡富士河口湖町船津２８８番地１,,100935,山梨県,南都留郡富士河口湖町,船津,山梨県指令富東福第8283号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,アラジン0555-72-675510093519430,abd22d5b-ba17-467f-aebf-7124729a1de5,タヒール・チョードリー株式会社100935,1d7e5f05-35e5-4c8f-b6e3-3d6a9d866ade,9acfc7d1-f2c9-430d-82f0-36a5aa9b1a59,2021/12/16,アラジン,アラジン,タヒール・チョードリー株式会社
2021/12/13,タヒール・チョードリー株式会社,,チョードリータヒール,山梨県,南都留郡富士河口湖町,船津,288番地1,２８８番地１,,0555-72-6755,アラジンインドレストラン２号店,,山梨県,南都留郡富士河口湖町,船津,4035番地,４０３５番地,,0555-72-6755,① 飲食店営業,山梨県指令富東福第8284号,2015/4/27,2021/12/16,2022/1/1,,168,アラジンインドレストラン２号店,0555,0555-72-6755,,,,山梨県　南都留郡富士河口湖町　船津　４０３５番地,山梨県南都留郡富士河口湖町船津４０３５番地,,100935,19,19430,船津,2021/12/13,2015/04/27,2021/12/16,2022/01/01,,タヒール・チョードリー株式会社, チョードリータヒール,0555-72-6755,山梨県　南都留郡富士河口湖町　船津　２８８番地１,山梨県南都留郡富士河口湖町船津２８８番地１,,100935,山梨県,南都留郡富士河口湖町,船津,山梨県指令富東福第8284号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,アラジンインドレストラン２号店0555-72-675510093519430,8e2d2969-bdc9-4596-a707-0d4751c455d0,タヒール・チョードリー株式会社100935,1d7e5f05-35e5-4c8f-b6e3-3d6a9d866ade,36c2f9b9-cd33-4091-859a-08fd03f0b88b,2021/12/16,アラジンインドレストラン２号店,アラジンインドレストラン２号店,タヒール・チョードリー株式会社
2021/12/13,ロイヤル商事株式会社,,原田洋司,東京都,豊島区,池袋,1-7-17,１－７－１７,,03-3987-0111,ミスタードーナツ河口湖ベルショップ,,山梨県,南都留郡富士河口湖町,船津,2986,２９８６,,0555-83-3666,① 飲食店営業,山梨県指令富東福第8282号,2009/12/7,2021/12/16,2022/1/1,,168,ミスタードーナツ河口湖ベルショップ,0555,0555-83-3666,,,,山梨県　南都留郡富士河口湖町　船津　２９８６,山梨県南都留郡富士河口湖町船津２９８６,,100935,19,19430,船津,2021/12/13,2009/12/07,2021/12/16,2022/01/01,,ロイヤル商事株式会社, 原田洋司,03-3987-0111,東京都　豊島区　池袋　１－７－１７,東京都豊島区池袋１－７－１７,,74776,東京都,豊島区,池袋１,山梨県指令富東福第8282号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ミスタドナツ河口湖ベルショップ0555-83-366610093519430,2e8bb9bf-7af1-4509-b699-2655d87de97a,ロイヤル商事株式会社74776,261326a9-c08f-4c82-949e-3c51911576a8,f9ca4c70-e1c7-44b8-8955-accca779becc,2021/12/16,ミスタードーナツ河口湖ベルショップ,ミスタドナツ河口湖ベルショップ,ロイヤル商事株式会社
2021/12/13,ロイヤル商事株式会社,,原田洋司,東京都,豊島区,池袋,1-7-17,１－７－１７,,03-3987-0111,ミスタードーナツ河口湖ベルショップ,,山梨県,南都留郡富士河口湖町,船津,2986,２９８６,,0555-83-3666,⑪ 菓子製造業,山梨県指令富東福第8282号,2009/12/7,2021/12/16,2022/1/1,,168,ミスタードーナツ河口湖ベルショップ,0555,0555-83-3666,,,,山梨県　南都留郡富士河口湖町　船津　２９８６,山梨県南都留郡富士河口湖町船津２９８６,,100935,19,19430,船津,2021/12/13,2009/12/07,2021/12/16,2022/01/01,,ロイヤル商事株式会社, 原田洋司,03-3987-0111,東京都　豊島区　池袋　１－７－１７,東京都豊島区池袋１－７－１７,,74776,東京都,豊島区,池袋１,山梨県指令富東福第8282号,,菓子製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,ミスタドナツ河口湖ベルショップ0555-83-366610093519430,2e8bb9bf-7af1-4509-b699-2655d87de97a,ロイヤル商事株式会社74776,261326a9-c08f-4c82-949e-3c51911576a8,d10c70e4-1f11-4d14-af4a-5ad2a52c85a3,2021/12/16,ミスタードーナツ河口湖ベルショップ,ミスタドナツ河口湖ベルショップ,ロイヤル商事株式会社
