（営業施設）","町域
（営業施設）","番地等
（営業施設）",,"マンション名等
（営業施設）","電話番号
（営業施設）",営業の種類,許可番号,初回許可年月日,許可年月日,許可開始日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2021/8/23,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,TDK    食堂スマート,,山梨県,南アルプス市,宮沢,160,１６０,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,TDK    食堂スマート,055,,,,,山梨県　南アルプス市　宮沢　１６０,山梨県南アルプス市宮沢１６０,,100419,19,19208,宮沢,2021/08/23,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,ＴＤＫ食堂スマト10041919208,ca72fa0b-150d-4d28-8b5a-b18a0e8ba90c,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,47c59b34-4471-47ae-b98e-ff43408fed43,2021/08/23,ＴＤＫ　食堂スマート,ＴＤＫ食堂スマト,株式会社ジャパンビバレッジホールディングス
2021/8/23,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,TDK    女子休憩室,,山梨県,南アルプス市,宮沢,160,１６０,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,TDK    女子休憩室,055,,,,,山梨県　南アルプス市　宮沢　１６０,山梨県南アルプス市宮沢１６０,,100419,19,19208,宮沢,2021/08/23,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,ＴＤＫ女子休憩室10041919208,d9ae3315-1fbc-478a-8160-7361b847e145,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,0882c5de-51c9-4ccc-b428-b19aae634a65,2021/08/23,ＴＤＫ　女子休憩室,ＴＤＫ女子休憩室,株式会社ジャパンビバレッジホールディングス
2021/8/23,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,韮崎市情報発信センター,,山梨県,韮崎市,若宮,1-2-50,１－２－５０,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,韮崎市情報発信センター,0551,,,,,山梨県　韮崎市　若宮　１－２－５０,山梨県韮崎市若宮１－２－５０,,100351,19,19207,若宮１,2021/08/23,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,韮崎市情報発信センタ10035119207,726417ca-68f3-481c-91c2-47cb5bdcfd3e,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,6ecd02f2-2e67-435f-b14a-34b6ab9257a9,2021/08/23,韮崎市情報発信センター,韮崎市情報発信センタ,株式会社ジャパンビバレッジホールディングス
2021/8/23,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,株式会社キッツ分析3L0844,,山梨県,北杜市,長坂町長坂上条,2040,２０４０,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,株式会社キッツ分析3L0844,0551,,,,,山梨県　北杜市　長坂町長坂上条　２０４０,山梨県北杜市長坂町長坂上条２０４０,,100476,19,19209,長坂町長坂上条,2021/08/23,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,株式会社キッツ分析３Ｌ０８４４10047619209,7958931e-4bb6-4ed3-9e20-1a0f5bb73c06,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,0e5c79ee-3adf-4dd3-914c-ab758829dc79,2021/08/23,株式会社キッツ分析３Ｌ０８４４,株式会社キッツ分析３Ｌ０８４４,株式会社ジャパンビバレッジホールディングス
2021/8/23,東正隆,,,山梨県,北杜市,小淵沢町上笹尾,3332-1522,３３３２－１５２２,,,ファームヤード篠尾,,山梨県,北杜市,小淵沢町上笹尾,３２７０－１４,３２７０－１４,,,⑬ 乳製品製造業,山梨県指令中北福第155号-297,2021/7/26,2021/7/26,2021/7/26,,165,ファームヤード篠尾,0551,,,,,山梨県　北杜市　小淵沢町上笹尾　３２７０－１４,山梨県北杜市小淵沢町上笹尾３２７０－１４,,100497,19,19209,小淵沢町上笹尾,2021/08/23,2021/07/26,2021/07/26,2021/07/26,,,東正隆  ,,山梨県　北杜市　小淵沢町上笹尾　３３３２－１５２２,山梨県北杜市小淵沢町上笹尾３３３２－１５２２,,100497,山梨県,北杜市,小淵沢町上笹尾,山梨県指令中北福第155号-297,,乳製品製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,ファムヤド篠尾10049719209,ab1ade84-2066-4209-b2f8-41a132a52f66,100497,personal,9fc0572a-0c5e-472e-bb51-85e25bed5093,2021/07/26,ファームヤード篠尾,ファムヤド篠尾,
2021/8/23,大東香代子,,,山梨県,北杜市,白州町白須,3165,３１６５,,,イーゲルハウスジャム工房,,山梨県,北杜市,白州町白須,3165,３１６５,,0551-35-4021,⑰ 農産保存食料品製造・加工業,,,,,,165,イーゲルハウスジャム工房,0551,0551-35-4021,,,,山梨県　北杜市　白州町白須　３１６５,山梨県北杜市白州町白須３１６５,,100483,19,19209,白州町白須,2021/08/23,,,,,,大東香代子  ,,山梨県　北杜市　白州町白須　３１６５,山梨県北杜市白州町白須３１６５,,100483,山梨県,北杜市,白州町白須,,,農産保存食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,93,,イゲルハウスジャム工房0551-35-402110048319209,23be61cc-b534-43d4-90f5-8634d67c8404,100483,personal,085b1a08-24c5-48f2-a62a-2976f2d57234,2021/08/23,イーゲルハウスジャム工房,イゲルハウスジャム工房,
2021/8/23,氏家幹雄,,,山梨県,北杜市,長坂町小荒間,５０－１７,５０－１７,,,dots CoffeeRoasters,,山梨県,北杜市,長坂町小荒間,５０－１７,５０－１７,,0551-45-9385,⑯ コーヒー製造・加工業（飲料の製造を除く。）,,,,,,165,dots CoffeeRoasters,0551,0551-45-9385,,,,山梨県　北杜市　長坂町小荒間　５０－１７,山梨県北杜市長坂町小荒間５０－１７,,100469,19,19209,長坂町小荒間,2021/08/23,,,,,,氏家幹雄  ,,山梨県　北杜市　長坂町小荒間　５０－１７,山梨県北杜市長坂町小荒間５０－１７,,100469,山梨県,北杜市,長坂町小荒間,,,コーヒー製造・加工業,（飲料の製造を除く。）,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,10,103,1032,ｄｏｔｓＣｏｆｆｅｅＲｏａｓｔｅｒｓ0551-45-938510046919209,83ed4b72-6630-4975-b095-718c51cbc6bf,100469,personal,ea1862a5-2bb1-4907-847a-4bbb3013d3da,2021/08/23,ｄｏｔｓ　ＣｏｆｆｅｅＲｏａｓｔｅｒｓ,ｄｏｔｓＣｏｆｆｅｅＲｏａｓｔｅｒｓ,
2021/8/23,清水勝,,,山梨県,北杜市,小淵沢町,1020,１０２０,,,コーヒーショップ「マグ」,,山梨県,北杜市,小淵沢町,1020,１０２０,,0551-36-3999,① 飲食店営業,山梨県指令中北福第155号-384,2001/9/27,2021/9/6,2021/10/1,,165,コーヒーショップ「マグ」,0551,0551-36-3999,,,,山梨県　北杜市　小淵沢町　１０２０,山梨県北杜市小淵沢町１０２０,,100496,19,19209,小淵沢町,2021/08/23,2001/09/27,2021/09/06,2021/10/01,,,清水勝  ,,山梨県　北杜市　小淵沢町　１０２０,山梨県北杜市小淵沢町１０２０,,100496,山梨県,北杜市,小淵沢町,山梨県指令中北福第155号-384,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,コヒショップマグ0551-36-399910049619209,266391b3-d8a0-4e1c-9a89-03f749c351ed,100496,personal,33ce2e39-3b08-4177-a987-0962c1d65141,2021/09/06,コーヒーショップ「マグ」,コヒショップマグ,
2021/8/23,清水勝,,,山梨県,北杜市,小淵沢町,1020,１０２０,,,入船食堂,,山梨県,北杜市,小淵沢町,1020,１０２０,,0551-36-2148,① 飲食店営業,山梨県指令中北福第155号-385,2001/9/27,2021/9/6,2021/10/1,,165,入船食堂,0551,0551-36-2148,,,,山梨県　北杜市　小淵沢町　１０２０,山梨県北杜市小淵沢町１０２０,,100496,19,19209,小淵沢町,2021/08/23,2001/09/27,2021/09/06,2021/10/01,,,清水勝  ,,山梨県　北杜市　小淵沢町　１０２０,山梨県北杜市小淵沢町１０２０,,100496,山梨県,北杜市,小淵沢町,山梨県指令中北福第155号-385,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,入船食堂0551-36-214810049619209,ff416a39-bddc-4883-8333-b737f5d07089,100496,personal,2da4e739-6844-4c16-9476-68a2a5ae459f,2021/09/06,入船食堂,入船食堂,
2021/8/23,保坂豊洋,,,山梨県,南アルプス市,小笠原,461-15,４６１－１５,,,志野,,山梨県,南アルプス市,小笠原,４６１－１５,４６１－１５,,055-282-5537,① 飲食店営業,山梨県指令中北福第155号-383,1978/5/2,2021/9/16,2021/10/1,,165,志野,055,055-282-5537,,,,山梨県　南アルプス市　小笠原　４６１－１５,山梨県南アルプス市小笠原４６１－１５,,100376,19,19208,小笠原,2021/08/23,1978/05/02,2021/09/16,2021/10/01,,,保坂豊洋  ,,山梨県　南アルプス市　小笠原　４６１－１５,山梨県南アルプス市小笠原４６１－１５,,100376,山梨県,南アルプス市,小笠原,山梨県指令中北福第155号-383,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,志野055-282-553710037619208,d68e595d-5777-4d06-931d-a1cda566f49f,100376,personal,d12533ff-a049-45f9-9faf-e0fc1772a796,2021/09/16,志野,志野,
2021/8/23,伊藤雅仁,,,山梨県,北杜市,白州町白須,２９１４,２９１４,,,久吉商店,,山梨県,北杜市,白州町白須,８０９７－２,８０９７－２,,,① 飲食店営業,山梨県指令中北福第155号-381,2021/9/1,2021/9/1,2021/9/1,,165,久吉商店,0551,,,,,山梨県　北杜市　白州町白須　８０９７－２,山梨県北杜市白州町白須８０９７－２,,100483,19,19209,白州町白須,2021/08/23,2021/09/01,2021/09/01,2021/09/01,,,伊藤雅仁  ,,山梨県　北杜市　白州町白須　２９１４,山梨県北杜市白州町白須２９１４,,100483,山梨県,北杜市,白州町白須,山梨県指令中北福第155号-381,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,久吉商店10048319209,46294615-78fc-4991-af06-c16e8a47824f,100483,personal,52c9e85c-bd76-4f18-93c6-dba35e3039f5,2021/09/01,久吉商店,久吉商店,
2021/8/23,鈴木剛史,,,山梨県,笛吹市,一宮町市之蔵,941-1,９４１－１,,,春華,,山梨県,笛吹市,石和町川中島,3-1,３－１,,,① 飲食店営業,山梨県指令峡東福第2725号,2021/9/3,2021/9/3,2021/9/3,,166,春華,055,,,,,山梨県　笛吹市　石和町川中島　３－１,山梨県笛吹市石和町川中島３－１,,100545,19,19211,石和町川中島,2021/08/23,2021/09/03,2021/09/03,2021/09/03,,,鈴木剛史  ,,山梨県　笛吹市　一宮町市之蔵　９４１－１,山梨県笛吹市一宮町市ノ蔵９４１－１,,100561,山梨県,笛吹市,一宮町市ノ蔵,山梨県指令峡東福第2725号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,春華10054519211,85aff1c8-a5b5-4519-b64e-54ebbd45114e,100561,personal,52a5e26e-94da-478c-baad-e4f25b8b93bf,2021/09/03,春華,春華,
2021/8/23,農事組合法人HanGing,,青柳仁,山梨県,笛吹市,石和町唐柏,字池田416-3,字池田４１６－３,,,HanGing,,山梨県,笛吹市,石和町唐柏,字池田416-3,字池田４１６－３,,,① 飲食店営業,山梨県指令峡東福第2723号,2021/9/13,2021/9/13,2021/9/13,,166,HanGing,055,,,,,山梨県　笛吹市　石和町唐柏　字池田４１６－３,山梨県笛吹市石和町唐柏字池田４１６－３,,100544,19,19211,石和町唐柏,2021/08/23,2021/09/13,2021/09/13,2021/09/13,,農事組合法人HanGing, 青柳仁,,山梨県　笛吹市　石和町唐柏　字池田４１６－３,山梨県笛吹市石和町唐柏字池田４１６－３,,100544,山梨県,笛吹市,石和町唐柏,山梨県指令峡東福第2723号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ＨａｎＧｉｎｇ10054419211,dd817bad-be04-4fa9-8d51-865eaf105b1a,農事組合法人ＨａｎＧｉｎｇ100544,92bcb798-ee66-469c-b26d-61683d7d9591,607c7bb3-a3b8-45f3-b818-af06ab0bda42,2021/09/13,ＨａｎＧｉｎｇ,ＨａｎＧｉｎｇ,農事組合法人ＨａｎＧｉｎｇ
2021/8/23,マルワ食品株式会社,,宮尾進,埼玉県,三郷市,中央,２丁目17番地6,２丁目１７番地６,,048-954-8188,ワールド開発工業（株）山梨営業所山梨寮,,山梨県,笛吹市,境川町小黒坂,510番地,５１０番地,,055-266-6156,① 飲食店営業,山梨県指令峡東福第2853号,2021/9/1,2021/9/1,2021/9/1,,166,ワールド開発工業（株）山梨営業所山梨寮,055,055-266-6156,,,,山梨県　笛吹市　境川町小黒坂　５１０番地,山梨県笛吹市境川町小黒坂５１０番地,,100601,19,19211,境川町小黒坂,2021/08/23,2021/09/01,2021/09/01,2021/09/01,,マルワ食品株式会社, 宮尾進,048-954-8188,埼玉県　三郷市　中央　２丁目１７番地６,埼玉県三郷市中央２丁目１７番地６,,65702,埼玉県,三郷市,中央２,山梨県指令峡東福第2853号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ワルド開発工業株式会社山梨営業所山梨寮055-266-615610060119211,7f358fa2-b724-4d55-9766-060c2738c7cf,マルワ食品株式会社65702,1bc95c02-d7df-4f42-bdaa-a86f0858afbd,1c59758a-8b60-42b4-8df7-4032d81a1432,2021/09/01,ワールド開発工業株式会社山梨営業所山梨寮,ワルド開発工業株式会社山梨営業所山梨寮,マルワ食品株式会社
2021/8/23,株式会社桑郷,,韓成旼,山梨県,西八代郡市川三郷町,山保６３１９番地,,,,055-230-3208,株式会社桑郷本社,,山梨県,西八代郡市川三郷町,山保6319,,,,055-230-3208,⑨ 通信販売・訪問販売による販売業,,,,,,167,株式会社桑郷本社,055,055-230-3208,,,,山梨県　西八代郡市川三郷町　山保6319　,山梨県西八代郡市川三郷町山保６３１９,,100761,19,19346,山保,2021/08/23,,,,,株式会社桑郷, 韓成旼,055-230-3208,山梨県　西八代郡市川三郷町　山保６３１９番地　,山梨県西八代郡市川三郷町山保６３１９番地,,100761,山梨県,西八代郡市川三郷町,山保,,,通信販売・訪問販売による販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,611,,株式会社桑郷本社055-230-320810076119346,ed21b041-7f25-4293-8fb4-a172984ce431,株式会社桑郷100761,007d4445-0c73-4d80-96d4-63fd108d8858,c1cca90b-721b-45d2-b4a2-1e2e80dd9da7,2021/08/23,株式会社桑郷本社,株式会社桑郷本社,株式会社桑郷
2021/8/23,株式会社桑郷,,韓成旼,山梨県,西八代郡市川三郷町,山保６３１９番地,,,,055-230-3208,株式会社桑郷本社,,山梨県,西八代郡市川三郷町,山保6319,,,,055-230-3208,⑮ いわゆる健康食品の製造・加工業,,,,,,167,株式会社桑郷本社,055,055-230-3208,,,,山梨県　西八代郡市川三郷町　山保6319　,山梨県西八代郡市川三郷町山保６３１９,,100761,19,19346,山保,2021/08/23,,,,,株式会社桑郷, 韓成旼,055-230-3208,山梨県　西八代郡市川三郷町　山保６３１９番地　,山梨県西八代郡市川三郷町山保６３１９番地,,100761,山梨県,西八代郡市川三郷町,山保,,,その他の食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,99,,株式会社桑郷本社055-230-320810076119346,ed21b041-7f25-4293-8fb4-a172984ce431,株式会社桑郷100761,007d4445-0c73-4d80-96d4-63fd108d8858,c6764265-bf63-4f67-bbdb-a3fc6c9bcbdb,2021/08/23,株式会社桑郷本社,株式会社桑郷本社,株式会社桑郷
2021/8/23,株式会社桑郷,,韓成旼,山梨県,西八代郡市川三郷町,山保６３１９番地,,,,055-230-3208,株式会社桑郷本社,,山梨県,西八代郡市川三郷町,山保6319,,,,055-230-3208,㉑ 製茶業,,,,,,167,株式会社桑郷本社,055,055-230-3208,,,,山梨県　西八代郡市川三郷町　山保6319　,山梨県西八代郡市川三郷町山保６３１９,,100761,19,19346,山保,2021/08/23,,,,,株式会社桑郷, 韓成旼,055-230-3208,山梨県　西八代郡市川三郷町　山保６３１９番地　,山梨県西八代郡市川三郷町山保６３１９番地,,100761,山梨県,西八代郡市川三郷町,山保,,,製茶業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,10,103,1031,株式会社桑郷本社055-230-320810076119346,ed21b041-7f25-4293-8fb4-a172984ce431,株式会社桑郷100761,007d4445-0c73-4d80-96d4-63fd108d8858,455d5d5d-e18a-44de-920f-9808372d2b06,2021/08/23,株式会社桑郷本社,株式会社桑郷本社,株式会社桑郷
2021/8/23,株式会社桑郷,,韓成旼,山梨県,西八代郡市川三郷町,山保６３１９番地,,,,055-230-3208,株式会社桑郷本社,,山梨県,西八代郡市川三郷町,山保6319,,,,055-230-3208,㉔ その他の食料品製造・加工業,,,,,,167,株式会社桑郷本社,055,055-230-3208,,,,山梨県　西八代郡市川三郷町　山保6319　,山梨県西八代郡市川三郷町山保６３１９,,100761,19,19346,山保,2021/08/23,,,,,株式会社桑郷, 韓成旼,055-230-3208,山梨県　西八代郡市川三郷町　山保６３１９番地　,山梨県西八代郡市川三郷町山保６３１９番地,,100761,山梨県,西八代郡市川三郷町,山保,,,その他の食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,99,,株式会社桑郷本社055-230-320810076119346,ed21b041-7f25-4293-8fb4-a172984ce431,株式会社桑郷100761,007d4445-0c73-4d80-96d4-63fd108d8858,23add630-6999-4a38-80dd-c04bf5c3fcea,2021/08/23,株式会社桑郷本社,株式会社桑郷本社,株式会社桑郷
2021/8/23,カッパ・クリエイト株式会社,,田邊公己,神奈川県,横浜市西区,みなとみらい2-2-1,ランドマークタワー12階,,ランドマークタワー１２階,045-224-7405,かっぱ寿司    河口湖インター店,,山梨県,富士吉田市,新西原,2-32-11,２－３２－１１,,0555-20-1125,⑬ その他の食料・飲料販売業,,,,,,168,かっぱ寿司    河口湖インター店,0555,0555-20-1125,,,,山梨県　富士吉田市　新西原　２－３２－１１,山梨県富士吉田市新西原２－３２－１１,,100099,19,19202,新西原２,2021/08/23,,,,,カッパ・クリエイト株式会社, 田邊公己,045-224-7405,神奈川県　横浜市西区　みなとみらい2-2-1　,神奈川県横浜市西区みなとみらい２－２－１,ランドマークタワー１２階,78511,神奈川県,横浜市西区,みなとみらい２,,,食料品販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,A,58,581,5811,かっぱ寿司河口湖インタ店0555-20-112510009919202,80059d00-fe7d-4628-9d3a-db71db4c8e8d,カッパ・クリエイト株式会社78511,1d285763-fe5c-4390-acd8-ff2f4e12f95d,3e93e92e-2fa5-455b-b7b0-d4e6850c67ff,2021/08/23,かっぱ寿司　河口湖インター店,かっぱ寿司河口湖インタ店,カッパ・クリエイト株式会社
2021/8/23,長田浩光,,,山梨県,南都留郡山中湖村,平野,2022,２０２２,,,ペンションホワイトクローバー,,山梨県,南都留郡山中湖村,平野,2022,２０２２,,0555-65-8317,① 飲食店営業,山梨県指令富東福第5263号,1985/5/27,2021/9/15,2021/10/1,,168,ペンションホワイトクローバー,0555,0555-65-8317,,,,山梨県　南都留郡山中湖村　平野　２０２２,山梨県南都留郡山中湖村平野２０２２,,100928,19,19425,平野,2021/08/23,1985/05/27,2021/09/15,2021/10/01,,,長田浩光  ,,山梨県　南都留郡山中湖村　平野　２０２２,山梨県南都留郡山中湖村平野２０２２,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5263号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ペンションホワイトクロバ0555-65-831710092819425,b96f6482-4286-4efd-815b-72cadc0c3a3f,100928,personal,b1b025ce-5c79-4aa4-adda-0f76bc058d81,2021/09/15,ペンションホワイトクローバー,ペンションホワイトクロバ,
2021/8/23,株式会社    ジャム企画,,小野明則,山梨県,南都留郡山中湖村,平野,508-156,５０８－１５６,,0555-62-2774,ダラスヴィレッジ,,山梨県,南都留郡山中湖村,平野,479-29,４７９－２９,,0555-62-2774,① 飲食店営業,山梨県指令富東福第5264号,2002/4/18,2021/9/15,2021/10/1,,168,ダラスヴィレッジ,0555,0555-62-2774,,,,山梨県　南都留郡山中湖村　平野　４７９－２９,山梨県南都留郡山中湖村平野４７９－２９,,100928,19,19425,平野,2021/08/23,2002/04/18,2021/09/15,2021/10/01,,株式会社    ジャム企画, 小野明則,0555-62-2774,山梨県　南都留郡山中湖村　平野　５０８－１５６,山梨県南都留郡山中湖村平野５０８－１５６,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5264号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ダラスヴィレッジ0555-62-277410092819425,92a37d76-05d9-4468-899e-1d76b909cc00,株式会社　ジャム企画100928,cddad344-c0bc-4b6e-856b-a0e7a115cffd,eb8225e4-8c62-4afb-aaf9-47c3ba66f34b,2021/09/15,ダラスヴィレッジ,ダラスヴィレッジ,株式会社　ジャム企画
2021/8/23,超超エリート株式会社,,桑原淳,山梨県,富士吉田市,大明見,5-20-10,５－２０－１０,,,富士家,,山梨県,南都留郡富士河口湖町,船津,3376-3,３３７６－３,,,⑱ 調味料製造・加工業,,,,,,168,富士家,0555,,,,,山梨県　南都留郡富士河口湖町　船津　３３７６－３,山梨県南都留郡富士河口湖町船津３３７６－３,,100935,19,19430,船津,2021/08/23,,,,,超超エリート株式会社, 桑原淳,,山梨県　富士吉田市　大明見　５－２０－１０,山梨県富士吉田市大明見５－２０－１０,,100059,山梨県,富士吉田市,大明見５,,,調味料製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,94,,富士家10093519430,a8ad11fe-21ba-4d38-9705-778f54c2509e,超超エリート株式会社100059,2a255259-810d-4db5-bf9c-97fd02dde2ee,8428a8a3-37d1-4f5b-8643-7003aed85f9a,2021/08/23,富士家,富士家,超超エリート株式会社
2021/8/24,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,株式会社キッツBC製造,,山梨県,北杜市,長坂町長坂上条,2040,２０４０,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,株式会社キッツBC製造,0551,,,,,山梨県　北杜市　長坂町長坂上条　２０４０,山梨県北杜市長坂町長坂上条２０４０,,100476,19,19209,長坂町長坂上条,2021/08/24,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,株式会社キッツＢＣ製造10047619209,fb2ac14d-c257-4146-9534-ec7776468fa9,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,d88b041b-dfd1-42b9-9ec6-350ad69cd725,2021/08/24,株式会社キッツＢＣ製造,株式会社キッツＢＣ製造,株式会社ジャパンビバレッジホールディングス
2021/8/24,株式会社ジャパンビバレッジホールディングス,,及川剛,東京都,新宿区,西新宿,1丁目24番1号,１丁目２４番１号,,03-5321-0701,株式会社セキコーポレーション    ３L1469,,山梨県,南アルプス市,戸田,548-1,５４８－１,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,,,165,株式会社セキコーポレーション    ３L1469,055,,,,,山梨県　南アルプス市　戸田　５４８－１,山梨県南アルプス市戸田５４８－１,,100410,19,19208,戸田,2021/08/24,,,,,株式会社ジャパンビバレッジホールディングス, 及川剛,03-5321-0701,東京都　新宿区　西新宿　１丁目２４番１号,東京都新宿区西新宿１丁目２４番１号,,73257,東京都,新宿区,西新宿１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,株式会社セキコポレション３Ｌ１４６９10041019208,128656f0-a489-4269-bc55-3020fd8f5601,株式会社ジャパンビバレッジホールディングス73257,473b5df8-42d5-4ccb-91b1-8e8e7cbcd209,11a94d73-0bd3-490c-b823-9b81c6ba7174,2021/08/24,株式会社セキコーポレーション　３Ｌ１４６９,株式会社セキコポレション３Ｌ１４６９,株式会社ジャパンビバレッジホールディングス
